# Spinorama measured speaker EQ; revision b38d2715441f134a63b737b2fd913d14058a2643
# Model<TAB>Source<TAB>Path; only actual iir-autoeq.txt files, no symlinks
Coda Audio HOPS8	Spinorama	datas/eq/Coda Audio HOPS8/iir-autoeq.txt
Coda Audio TiRAY	Spinorama	datas/eq/Coda Audio TiRAY/iir-autoeq.txt
CommonSense Audio 5.6	Spinorama	datas/eq/CommonSense Audio 5.6/iir-autoeq.txt
DAS Audio ARTEC 506A	Spinorama	datas/eq/DAS Audio ARTEC 506A/iir-autoeq.txt
DAS Audio ARTEC 508A	Spinorama	datas/eq/DAS Audio ARTEC 508A/iir-autoeq.txt
DAS Audio ARTEC 510A	Spinorama	datas/eq/DAS Audio ARTEC 510A/iir-autoeq.txt
DAS Audio ARTEC 526A	Spinorama	datas/eq/DAS Audio ARTEC 526A/iir-autoeq.txt
DAS Audio Vantec 12A	Spinorama	datas/eq/DAS Audio Vantec 12A/iir-autoeq.txt
DAS Audio Vantec 15A	Spinorama	datas/eq/DAS Audio Vantec 15A/iir-autoeq.txt
DAS Audio Vantec 20A	Spinorama	datas/eq/DAS Audio Vantec 20A/iir-autoeq.txt
DB Audiotechnik 10S	Spinorama	datas/eq/DB Audiotechnik 10S/iir-autoeq.txt
DB Audiotechnik 12S	Spinorama	datas/eq/DB Audiotechnik 12S/iir-autoeq.txt
DB Audiotechnik 24S	Spinorama	datas/eq/DB Audiotechnik 24S/iir-autoeq.txt
DB Audiotechnik 44S	Spinorama	datas/eq/DB Audiotechnik 44S/iir-autoeq.txt
DB Audiotechnik 8S	Spinorama	datas/eq/DB Audiotechnik 8S/iir-autoeq.txt
DB Audiotechnik AL60	Spinorama	datas/eq/DB Audiotechnik AL60/iir-autoeq.txt
DB Audiotechnik AL90	Spinorama	datas/eq/DB Audiotechnik AL90/iir-autoeq.txt
DB Audiotechnik Q10	Spinorama	datas/eq/DB Audiotechnik Q10/iir-autoeq.txt
DB Audiotechnik Q7	Spinorama	datas/eq/DB Audiotechnik Q7/iir-autoeq.txt
DB Audiotechnik V10P	Spinorama	datas/eq/DB Audiotechnik V10P/iir-autoeq.txt
DB Audiotechnik V7P	Spinorama	datas/eq/DB Audiotechnik V7P/iir-autoeq.txt
DIYSG Elusive 1099	Spinorama	datas/eq/DIYSG Elusive 1099/iir-autoeq.txt
DIYSG HT-10	Spinorama	datas/eq/DIYSG HT-10/iir-autoeq.txt
DIYSG HT-12+	Spinorama	datas/eq/DIYSG HT-12+/iir-autoeq.txt
DIYSG HT-12	Spinorama	datas/eq/DIYSG HT-12/iir-autoeq.txt
DIYSG HT-8	Spinorama	datas/eq/DIYSG HT-8/iir-autoeq.txt
DIYSG HTM-12v1	Spinorama	datas/eq/DIYSG HTM-12v1/iir-autoeq.txt
DIYSG HTM-12v2	Spinorama	datas/eq/DIYSG HTM-12v2/iir-autoeq.txt
DIYSG Volt-6	Spinorama	datas/eq/DIYSG Volt-6/iir-autoeq.txt
